party,content,target,stance
nld: People’s Party for Freedom and Democracy ,Iedereen die asiel wil vragen in de EU heeft de mogelijkheid en de verplichting om dat onmiddellijk bij binnenkomst te doen.,Immigration,NONE
aut: Austrian Social Democratic Party,und Förderung von Leistung gestärkt wird.,Integration,FAVOR
fin: Finnish Rural Party,Mielestämme kansalaisuuden tulee olla palkinto ja tunnustus jo tapahtuneesta integroitumisesta.,Integration,AGAINST
swe: Social Democratic Labour Party,Ett personligt etableringskontrakt ska finnas för alla nyanlända flyktingar som bygger på tydliga rättigheter och skyldigheter.,Integration,FAVOR
dnk: Radical Party,"Udviklingen med terror, menneskehandel og spredning af børneporno via Internettet har vist nødvendigheden af, at politiet kan samarbejde på tværs af grænser.",Immigration,NONE
aut: Austrian Social Democratic Party,rechtliche Fragen etc.) im Vordergrund stehen.,Integration,FAVOR
dnk: Radical Party,"Det retlige samarbejde er ét af de områder i EU, der udvikler sig hurtigst i disse år.",Immigration,NONE
esp: Spanish Socialist Workers’ Party,"la regularización laboral de los inmigrantes y su integración social,",Integration,FAVOR
usa: Democratic Party,"It’s a problem when we only enforce our laws against the immigrants themselves, with raids that are ineffective, tear apart families, and leave people detained without adequate access to counsel.",Immigration,FAVOR
nld: Party for the Animals,"Waar hoge geboortecijfers, werkloosheid en armoede de oorzaken van immigratie zijn, dient de overheid deze oorzaken internationaal te bestrijden via hulp, voorlichting en internationale verdragen.",Immigration,NONE
nor: Socialist Left Party,"SV vil verne om retten til asyl,",Immigration,FAVOR
can: Quebec Bloc,"Par ailleurs, ils devraient être consultés avant la mise en œuvre de grands projets sur ce territoire.",Integration,FAVOR
dnk: Red-Green Unity List,"Danske borgere skal have ret til at leve i Danmark med den, de elsker.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Nog steeds komen er kansarme immigranten ons land binnen.,Immigration,AGAINST
esp: Popular Party,Combatiremos con la máxima determinación cualquier expresión de racismo o xenofobia que pueda surgir en nuestra sociedad.,Integration,FAVOR
deu: Alliance‘90/Greens,"Faire, effektive und zügige Asylverfahren sind im Interesse der Asylsuchenden wie der Behörden.",Immigration,FAVOR
aut: Austrian Social Democratic Party,Demgegenüber müssen der freiwilligen Zuwanderung enge Grenzen gesetzt werden.,Immigration,AGAINST
deu: Party of Democratic Socialism,"Die PDS entwickelt und unterstützt Aktivitäten, die darauf abzielen, die spezifischen Rechte der in Deutschland lebenden Sorben, Dänen, Friesen, Sinti und Roma auf Schutz, Erhalt und Pflege ihrer nationalen Identität umfassend zu gewährleisten und im Grundgesetz der Bundesrepublik Deutschland zu verankern",Integration,FAVOR
nor: Christian People’s Party,KrF vil bygge opp under mangfoldet i det samiske samfunnet.,Integration,FAVOR
fin: Finnish Rural Party,"Kiintiöpakolaisjärjestelmä ei ole yhtä ongelmallinen kuin ns. spontaanit turvapaikanhakijat, koska se antaa Suomelle mahdollisuuden hallita muuttovirtaa.",Immigration,AGAINST
dnk: Danish People’s Party,I dag er det anderledes.,Integration,AGAINST
dnk: Social Democratic Party,Dårlig integration skaber problemer for hele samfundet.,Integration,NONE
nor: Liberal Party,Etablere flere beredskapshjem til mindreårige som har brutt  med familien sin på grunn av vold eller trusler om tvangsekteskap.,Immigration,FAVOR
nor: Progress Party,"Alle skal ha samme rettigheter og plikter i  forhold til fellesskapet i Norge, uavhengig  av etnisk bakgrunn.",Integration,FAVOR
nld: Green Left,Asielzoekers mogen leren en werken zolang ze in Nederland zijn.,Integration,FAVOR
dnk: Red-Green Unity List,"Uanset om ægtefællen stammer fra USA, Thailand eller er pæredansk, og uanset om vedkommende er professor eller pædagog.",Integration,FAVOR
nld: Socialist Party,Het is soms moeilijk om aan papieren te komen en de toekomst in het land van herkomst is vaak onzeker.,Integration,FAVOR
deu: Free Democratic Party,"Auch darum haben wir beispielsweise die Mittel für Integrationskurse erhöht,",Integration,FAVOR
nld: Socialist Party,Over het algemeen is het echter beter voor kinderen als ze in hun oorspronkelijke omgeving kunnen opgroeien.,Integration,AGAINST
deu: Social Democratic Party of Germany,und die religiöse und weltanschauliche Vielfalt in Deutschland.,Integration,FAVOR
deu: Party of Democratic Socialism,"Wir treten weiter für die Abschaffung von diskriminierenden Sondergesetzen, wie es das Asylbewerberleistungsgesetz oder die Residenzpflicht sind, ein.",Immigration,FAVOR
aut: Austrian Freedom Party,"eine erschlichene Staatsbürgerschaft wird aberkannt,",Integration,AGAINST
nld: Green Left,"Moslima’s mogen niet worden gedwongen om een hoofddoek te dragen, maar evenmin worden verplicht om deze af te leggen.",Integration,AGAINST
deu: Free Democratic Party,Für die FDP ist Religionsfreiheit und Toleranz gegenüber allen Religionsgemeinschaften ein zentrales Anliegen.,Integration,FAVOR
nld: Green Left,"Er komt een regeling die illegalen die lang hier zijn, legaliseert, bij voorkeur in Europees verband.",Integration,FAVOR
nld: Green Left,"en voor een aanpassing van  de Dublinverordening, waardoor asielverzoeken eerlijker  worden verdeeld over de EU-landen.",Immigration,FAVOR
nld: Christian Democratic Appeal,Het is meer dan ‘klant’ zijn van de samen-leving of van de overheid.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Wir werden das reiche kulturelle Erbe unseres Landes bewahren und wollen es auf allen Ebenen weiterentwickeln.,Immigration,FAVOR
nor: Socialist Left Party,Staten må bidra med midler til dette arbeidet.,Integration,FAVOR
esp: United Left,Mayores recursos para la participación de los emigrantes en la UNED.,Integration,FAVOR
nor: Socialist Left Party,Dette problemet vil ikke bli løst så lenge det er så vanskelig å få opphold på vanlig måte.,Immigration,AGAINST
dnk: Liberals,"Arbejde er nøglen til god integration, og vi har brug for flere hænder.",Integration,FAVOR
nor: Socialist Left Party,". SV vil arbeide for at denne diskrimineringen opphører, blant annet gjennom kvotering",Integration,FAVOR
fin: Finnish Rural Party,"Suomessa on edelleen niin paljon työttömiä, että ennen kuin lähdetään hakemaan ratkaisua yhteiskuntamme moniin ongelmiin uusista maahanmuuttajista, on ihmisoikeuksienkin kannalta tarpeellista etsiä työtä maassamme jo oleville syntyperäisille sekä maahan muuttaneille.",Immigration,AGAINST
dnk: Danish People’s Party,"Mange af dagens unge, kriminelle bandemedlemmer, kom  her til under socialdemokratiets  herredømme.",Integration,AGAINST
deu: Christian Democratic Union/C.Social Union ,"Zugleich wollen wir dazu beitragen, daß diejenigen, die bleiben wollen, gesicherte Lebens­perspektiven in ihrer angestammten Heimat erhalten",Integration,FAVOR
irl: Ourselves Alone,"In the Gaeltacht more than one quarter of all people use the Irish language on a daily basis, and more than half of all Gaeltacht children aged 3-4 use Irish daily.",Integration,NONE
esp: Spanish Socialist Workers’ Party,"En los años de gobierno socialista, España, tras decenios de aislamiento internacional, supo llevar adelante una política exterior de carácter sostenido,",Immigration,NONE
nor: Socialist Left Party,"Det er forbudt å frata barn denne retten, for eksempel ved å ta barn ut av skolen uten skolemyndighetenes godkjennelse.",Integration,FAVOR
swe: Liberal People’s Party,Tiden i sfi (svenska för invandrare) bör inte överstiga tre år.,Integration,AGAINST
nld: Party of Freedom,Onze cultuur staat zwaar onder druk.,Integration,AGAINST
nld: Christian Union,Kinderen horen niet in detentie.,Integration,AGAINST
esp: United Left,"- Equiparar la emigración española con una circunscripción electoral, posibilitando, de esta manera, la elección por su parte de representantes propios en el Senado.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Europese afspraken en (onderdelen van) internationale verdragen moeten het restrictieve Nederlandse beleid ondersteunen, niet tegenwerken.",Immigration,AGAINST
nld: Socialist Party,"De mogelijkheden voor inburgering van migranten worden verbeterd, door voldoende en kwalitatief goede en voor iedereen toegankelijke taal- en inburgeringcursussen op maat.",Integration,FAVOR
nor: Centre Party,ikke sende asylsøkere ut av Norge før de har fått saken sin vurdert i samsvar med internasjonale avtaler og er sikret rettssikkerhet i annet land.,Immigration,FAVOR
nld: Party for the Animals,Het onderwijs zal conform artikel 26 van de Universele Verklaring van de Rechten van de Mens gericht moeten zijn op de ‘volle ontwikkeling van de menselijke persoonlijkheid en op de versterking van de eerbied voor de rechten van de mens en de fundamentele vrijheden.,Integration,FAVOR
usa: Republican Party,"Today's immigrants are walking in the steps of most other Americans' ancestors, seeking the American dream and contributing culturally and economically to our nation.",Integration,FAVOR
fin: National Coalition,Näin Miguel voisi parin vuoden päästä saada kansalaisuuden ja suunnitella tulevaisuuttaan Suomessa.,Integration,FAVOR
aut: Austrian Social Democratic Party,Das Recht auf Asyl ist ein Menschenrecht.,Immigration,FAVOR
esp: United Left,"con la definición de Planes Integrales para todos estos colectivos que fijen metas y objetivos, para su ejecución en las Instituciones más cercanas a los ciudadanos y ciudadanas (básicamente municipales).",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Er wordt geen verblijfsvergunning toegekend als de partner jonger is dan 24 jaar,",Integration,NONE
nld: Party for the Animals,Ook dienen er onafhankelijk van de eigen economische belangen en politieke samenwerkingsverbanden sancties te worden opgelegd bij schendingen van mensenrechten door andere landen.,Immigration,FAVOR
dnk: Radical Party,Kan man klare sig selv bortfalder ydelsen.,Immigration,NONE
dnk: Liberal Alliance,"Vi vil ikke acceptere, at vi i Danmark sender psykisk syge asylansøgere ud af landet til en usikker og ussel tilværelse.",Immigration,FAVOR
nor: Centre Party,"ha en egen antidiskrimineringxe \""antidiskriminering\""slov i forhold til kjønn, etnisk tilhørighet, funksjonshemming, legning og alder.",Integration,FAVOR
deu: Alliance‘90/Greens,"Deshalb schaffen wir das Asylbewerberleistungsgesetz ab, überführen ihre Ansprüche ins SGB und beenden die unwürdige Gutscheinpraxis.",Integration,FAVOR
nld: Party for the Animals,"Slachtoffers van grove mensenrechtenschendingen moeten asiel krijgen,",Immigration,AGAINST
nld: Christian Union,"De aanwezigheid van meer dan 900.000 moslims in Nederland en een wereldwijd debat over toenemend religieus extremisme en ‘botsende beschavingen’, plaatsen de Islam voor uitdagingen.",Integration,AGAINST
nor: Norwegian Labour Party,Majoritetsbefolkningen har imidlertid et hovedansvar fordi det er den som har størst makt og mulighet både til å diskriminere og til å bekjempe diskriminering.,Integration,FAVOR
aus: Palmer United Party,Our Navy is deployed at great cost and does not now do what it should do and defend Australia,Immigration,AGAINST
deu: Free Democratic Party,"Für ein modernes, offenes Deutschland muss gelten: Es kommt nicht darauf an, woher Du kommst.",Integration,FAVOR
irl: Ourselves Alone,"In Government, it is our aim to create a multicultural and multilingual society at every level.",Integration,FAVOR
deu: Party of Democratic Socialism,Das Recht auf Asyl wurde weitgehend abgeschafft,Immigration,NONE
irl: Green Party,ensure that public policies for social inclusion are integrated into the wider policy framework;,Immigration,AGAINST
esp: United Left,"Entre un 50 y un 80% del colectivo gitano “han buscado, para sobrevivir, labores propias, fuera de los mercados formales...” (Ídem)",Integration,NONE
che: Swiss People’s Party,"Wir wollen unsere  Probleme eigenständig lösen und brauchen darum unsere eigene Gesetzgebung in einem souveränen, handlungsfähi-gen Staat.",Immigration,AGAINST
nld: Democrats‘66,"Van iedere burger wordt naar vermogen een bijdrage aan de samenleving gevraagd, zonder daarbij uit te gaan van een éénvormige identiteit.",Integration,AGAINST
deu: Christian Democratic Union/C.Social Union ,Deshalb muß der Zuzug so eng wie möglich begrenzt bleiben,Immigration,AGAINST
deu: Social Democratic Party of Germany,"Menschen, die dennoch fliehen müssen, wollen wir in Deutschland und der Europäischen Union Schutz gewähren.",Immigration,FAVOR
nld: Christian Democratic Appeal,en hogere eisen stellen aan de inburgering van nieuw-komers.,Integration,AGAINST
nor: Norwegian Labour Party,"For å bekjempe arbeidsledighet blant unge vil vi tilby høyere utdanning, videregående opplæring, lærlingplasser, ordinære arbeidsplasser, traineeplasser og arbeidsmarkedstiltak.",Integration,FAVOR
aut: Austrian Freedom Party,"wie ein Ethikunterricht, da hier keine allgemein akzeptierten Wertvorstellungen vermittelt werden.",Integration,AGAINST
dnk: Liberals,•Skærpet indsats for hjemsendelse af afviste asylansøgere.,Immigration,AGAINST
irl: Familiy of the Irish,to create better protection for the victims of sexual exploitation,Immigration,AGAINST
dnk: Red-Green Unity List,"Tilknytningskrav, boligkrav, krav om økonomisk pant og 24 års-regel har længe skabt store problemer for hundredvis af par.",Integration,FAVOR
aut: Austrian Freedom Party,Es gibt keinen Rechtsanspruch auf Familiennachzug.,Immigration,AGAINST
nld: Reformed Political Party,- De uitvoering van de Wet Inburgering moet voortvarend ter hand worden genomen.,Integration,FAVOR
esp: Popular Party,Crearemos una red de Oficinas de Inmigración y Empleo en toda España.,Immigration,FAVOR
deu: Alliance‘90/Greens,Nicht nur sind die Leistungen unzureichend.,Immigration,FAVOR
esp: Spanish Socialist Workers’ Party,"Se impone, por tanto, que las estrategias que llevamos a cabo asuman la corresponsabilidad en la gestión eficaz de los flujos migratorios así como reforzar la cooperación internacional en sus dos dimensiones: multilateral,",Immigration,AGAINST
aut: Austrian Freedom Party,"Wir freuen uns über leistungsbereite Menschen, die in Österreich ihre Fähigkeiten einbringen",Integration,FAVOR
dnk: Red-Green Unity List,"bliver der råd til at give til dem, der har det sværest.",Immigration,NONE
nld: Christian Democratic Appeal,"Van iedereen mag naar vermogen gevraagd worden dat zij zelfredzaam zijn, betrokkenheid bij de samenleving tonen en de gelijkwaardigheid van iedereen erkennen.",Integration,FAVOR
deu: Alliance‘90/Greens,"Statt die Interessen aller Beteiligten demokratisch einzubeziehen, setzt sie auf Spaltung: Erwerbstätige gegen Erwerbslose, West gegen Ost, Gesunde gegen Kranke, Junge gegen Alte, Männer gegen Frauen, Deutsche gegen AusländerInnen, Singles gegen Familien",Integration,AGAINST
nld: Christian Union,Leerlingen vertellen over en weer over elkaars geloof en cultuur.,Integration,FAVOR
nld: Christian Democratic Appeal,1.5.9 De Internationale Organisatie voor Migratie (IOM) krijgt een nadrukkelijke rol bij terug-keer en het verkrijgen van (vervangende) documenten.,Immigration,NONE
dnk: Danish People’s Party,"Ingen kan være tjent med, at Danmark modtager flere udlændinge, end samfundet kan absorbere.",Immigration,AGAINST
fin: Finnish Rural Party,Ilman kansallisia identiteettejä ei olisi monikulttuurisuuttakaan.,Integration,FAVOR
esp: Convergence and Union,En este sentido aumentarán las migraciones de personas desde países menos desarrollados hacia países con un nivel de vida más alto.,Immigration,NONE
nor: Progress Party,og ikke begrenset til bestemte etniske grup-per.,Integration,FAVOR
nor: Christian People’s Party,", og gjøre det mulig å tilby grupper med språkutfordringer gratis kjernetid i barnehage.",Integration,FAVOR
nld: Labour Party,Het is voor hen verschrikkelijk dat veel terroristen zich tegenwoordig beroepen op de islam.,Integration,AGAINST
swe: Christian Democratic Community Party ,Det borde vara en självklarhet att alla elever ska kunna känna sig trygga och uppskattade men så är det inte idag. Könsdiskriminering och rasism i skolan måste bekämpas.,Integration,FAVOR
nld: Party of Freedom,En vooral: volledige immigratiestop voor mensen uit islamitische landen,Immigration,AGAINST
esp: Convergence and Union,"y, concretamente, impulsar el cambio de ubicación del Centro de Internamiento de la Verneda.",Integration,FAVOR
deu: Social Democratic Party of Germany,"Auch für erfolgreiche Integration ist ehrenamtliches Engagement unverzichtbar: in der Nachbarschaft, im Sportverein, in sozialen Einrichtungen, bei den Wohlfahrtsverbänden oder in den Migrantenorganisationen.",Integration,FAVOR
deu: Social Democratic Party of Germany,Das Einwanderungsrecht und Verdienstmöglichkeiten sind dafür wesentliche Faktoren.,Immigration,FAVOR
nor: Progress Party,integreringspolitiske hensyn bør legges til grunn ved eventuell utvelgelse av kvoteflyktninger,Integration,FAVOR
nor: Christian People’s Party,"Alle mennesker, uavhengig av opprinnelse og kjønn, skal ha like muligheter, rettigheter og plikter til å delta i samfunnet.",Integration,FAVOR
deu: Free Democratic Party,"Auch müssen Möglichkeiten für ausländische Auszubildende geschaffen werden, sich in Deutschland ausbilden zu lassen.",Integration,FAVOR
nld: Christian Union,Het stellen van omgangsregels of fatsoensnormen voor de publieke ruimte kan echter maar in beperkte mate bewerkstelligd worden door de overheid.,Immigration,AGAINST
swe: Liberal People’s Party,– erfarenhetsmässigt beror det i många fall på att personerna föredrar att försörja sig genom svartarbete.,Integration,FAVOR
nor: Liberal Party,Åpne for at bedrifter og utdannings- og forskningsinstitusjoner forhåndsgodkjennes slik at forskere/spesialister kan påbegynne arbeidet sitt mens Utlendingsdirektoratet (UDI) behandler søknaden.,Immigration,FAVOR
nld: Green Left,"Wanneer  er sprake is van fysiek of psychisch geweld kunnen partners met een afhankelijke verblijfsvergunning direct een  zelfstandige verblijfsvergunning krijgen, zodat ze sneller  uit de gewelddadige relatie kunnen ontsnappen.",Integration,FAVOR
aus: Australian Labor Party,"This means that same-sex relationships are treated in the same way that opposite-sex de facto relationships are for Commonwealth entitlements and programs like taxation, superannuation, social security, health, aged care, veterans’ entitlements, workers’ compensation, employment entitlements, immigration, child support and family law",Immigration,NONE
aut: Austrian People’s Party,"Wir treten dafür ein, dass Integrationsmaßnahmen vom Bundesministerium für Inneres regelmäßig evaluiert",Integration,NONE
esp: Future Yes,"Pero lo que resulta más grave es que tanta construcción de viviendas y el modo como se ha producido no ha resuelto las necesidades de vivienda de amplios colectivos sociales, especialmente, de los jóvenes en proceso de emancipación, colectivos con bajas rentas y dificultades económicas e inmigrantes, principalmente.",Integration,NONE
swe: Christian Democratic Community Party ,"Alla ska redan från början ta ansvar för, och påverka, sin vardag.",Integration,FAVOR
deu: Free Democratic Party,"Die Ausbildungsordnungen müssen so verändert werden, dass sie mit den LE-GO!- Modulen kompatibel sind.",Integration,FAVOR
swe: Moderate Coalition Party,Arbetet mot människohandeln måste bedrivas även här i Sverige,Immigration,FAVOR
nor: Progress Party,"og tar sterk  avstand fra enhver form for forskjells-behandling basert på hudfarge, rase, kultu-rell, etnisk eller religiøs tilknytning.",Integration,FAVOR
nor: Conservative Party,I tillegg til holdningsskapende arbeid vil Høyre arbeide for at man raskere kan få godkjent og komplettert kompetanse fra andre land til bruk i norsk arbeidsliv.,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,La globalización es también un proceso acerca de la equidad en un mundo integrado.,Integration,FAVOR
che: Green Party of Switzerland,"ein Migrationsgesetz, das Menschen von innerhalb der EU und Menschen aus der restlichen Welt gleichstellt.",Immigration,FAVOR
nor: Centre Party,"og sammen med sekulariseringen har dette ført til et større mangfold også når det gjelder tro og livssynxe \""livssyn\"".",Integration,FAVOR
deu: Alliance‘90/Greens,"Neue rechte Initiativen versuchen besonders im Internet gezielt mit einer jugendlichen Sprache und einem optisch ansprechenden Stil junge Menschen anzusprechen und so ihre Ideologien, ihre gruppenbezogene Menschenfeindlichkeit und im speziellen ihren antimuslimischen Rassismus zu propagieren.",Integration,FAVOR
esp: Popular Party,Nuestros valores constitucionales son la base sobre la que debe producirse la integración.,Integration,FAVOR
aut: Austrian Social Democratic Party,"jedem legalen Zuwanderer und jeder legalen Zuwanderin ermöglichen, mit dem/der EhepartnerIn und ihren minderjährigen Kindern nach Österreich zu kommen,",Immigration,FAVOR
esp: Spanish Socialist Workers’ Party,"Seguiremos profundizando la labor de refuerzo de los controles y mecanismos de lucha contra la inmigración clandestina, que combatiremos con toda la determinación.",Immigration,AGAINST
aut: Austrian Social Democratic Party,Unser Ziel ist der Abbau des Rückstaus an offenen Asylverfahren.,Immigration,FAVOR
nld: Christian Democratic Appeal,"Personen met een dubbele nationaliteit die terroristische misdrijven plegen, verliezen het Nederlanderschap en worden uitgezet en ongewenst verklaard, nadat zij hun straf hebben uitgezeten.",Integration,AGAINST
fin: Finnish Rural Party,"Emme hyväksy yksinkertaistavaa vastakkainasettelua \""tiukan\"" ja \""löysän\"" maahanmuuttopolitiikan välillä.",Immigration,AGAINST
esp: Spanish Socialist Workers’ Party,y que permita el tiempo necesario para llevar a cabo los trámites de identificación y repatriación de los inmigrantes irregulares.,Immigration,AGAINST
deu: Alliance‘90/Greens,"Grüne Politik streitet deshalb für lebenswerte Städte, für integrierte Stadtentwicklungskonzepte, die einer weiteren sozialen und ethnischen Entmischung entgegenwirken.",Integration,FAVOR
deu: Alliance‘90/Greens,"Einmischen – das heißt für uns, eine offene Gesellschaft zu schaffen, in der jede und jeder ohne Diskriminierung,",Integration,FAVOR
nor: Christian People’s Party,"Alle mennesker, uavhengig av kjønn og etnisk bakgrunn, skal ha like muligheter, rettigheter og plikter i forhold til deltakelse i samfunnet.",Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Die in der Europäischen Union geltende Freizügigkeit und Niederlas­sungsfreiheit ist ein Schritt hin zur Verwirklichung des Rechts auf Heimat auch der deutschen Vertriebenen - in einem Europa, das sich als Rechts- und Wertegemein­schaft versteht und in dem die Völker und Volksgruppen unter wechselseitiger Ach­tung und Förderung der jeweiligen Identität einträchtig und ohne rechtliche Diskrimi­nierung auch aus der Vergangenheit zusammenleben können",Immigration,FAVOR
irl: Familiy of the Irish,"The recent, dramatic growth in the rate of immigration into Ireland is resulting in what is arguably the greatest economic and social transformation of our country since Independence.",Immigration,FAVOR
che: Swiss People’s Party,Sind wir bald Fremde im eigenen Land?,Immigration,AGAINST
deu: Alliance‘90/Greens,"Zur Bewältigung des Fachkräftemangels genügt es nicht, auf ein einzelnes Instrument zu setzen.",Immigration,FAVOR
esp: Spanish Socialist Workers’ Party,"Incrementando los incentivos para las y los trabajadores extranjeros que participen en estos proyectos y cumplan con sus obligaciones de retorno, dándoles prioridad para las nuevas contrataciones y accesos posteriores a los contingentes de entrada estable.",Integration,FAVOR
deu: Party of Democratic Socialism,"Das geltende Asylbewerberleistungsgesetz, das Flüchtlinge demütigt, soll abgeschafft werden",Immigration,FAVOR
aut: The Greens,"Das Angebot für Sprachkurse wird ausgebaut,",Integration,FAVOR
fin: Green Union,Vihreät kannattaa EU:n yhteistä turvapaikkapolitiikkaa.,Immigration,FAVOR
aus: Katter's Australian Party,Our first Australians migrated here some forty thousand years ago.,Immigration,NONE
che: Green Liberal Party,Grünliberal heisst die Vielfalt der Sozial- und Familienformen anerkennen und ermöglichen.,Integration,FAVOR
dnk: Red-Green Unity List,"I gamle dage var det far og mor, der bestemte, hvem man måtte gifte sig med.",Immigration,FAVOR
deu: Alliance‘90/Greens,"Noch immer schiebt die Bundesrepublik Kinder und Jugendliche ab, die keine andere Heimat als Deutschland kennen.",Immigration,AGAINST
deu: Social Democratic Party of Germany,"Sie muß die Arbeitsmarktlage, die Leistungsfähigkeit der sozialen Sicherungssysteme und humanitäre Gesichtspunkte berücksichtigen",Integration,NONE
aut: Austrian People’s Party,und auch im Rahmen der neuen Gesetzgebung seine traditionelle Rolle als Erstasylland beibehalten.,Immigration,FAVOR
deu: Free Democratic Party,"Die F.D.P. tritt für eine offene Gesellschaft ein,",Immigration,FAVOR
aut: Austrian People’s Party,"(mit Deutschkursen, Qualifizierungsangeboten etc.) erarbeiten",Integration,FAVOR
nor: Centre Party,. Det må være samsvar mellom FNs barnekonvensjon og utlendingsforvaltningen,Immigration,FAVOR
nld: Christian Democratic Appeal,"Van belang, zeker voor hoogopgeleide vluchtelingen, is dat erkenning van reeds opgedane werkervaring en behaalde diploma’s in het land van herkomst, bevorderd wordt.",Integration,FAVOR
nor: Liberal Party,Venstre mener det skal være legitimt å komme til Norge og søke arbeid og forsøke å skape seg en bedre framtid.,Immigration,FAVOR
che: Social Democratic Party of Switzerland ,"Gemäss heutigem Recht können Personen ohne Papiere einem NEE entkommen, wenn sie glaubhaft machen können, dass sie verfolgt werden.",Immigration,FAVOR
aut: Austrian Freedom Party,Im Jahr 1998 hat die Zahl der Asylwerber gegenüber dem Vorjahr um 56% zugenommen,Immigration,NONE
dnk: Liberals,Næsten 50.000 flere ikkevestlige indvandrere og efterkommere er kommet i arbejde siden 2001.,Integration,FAVOR
esp: Spanish Socialist Workers’ Party,Promoveremos acuerdos en la contratación de inmigrantes y,Integration,FAVOR
aut: Alliance for the Future of Austria,o   Verpflichtende Vorschule für Migrantenkinder,Integration,AGAINST
che: Social Democratic Party of Switzerland ,"Zuallererst geht es darum, den Anderen von Anfang an anzuerkennen und seine Bedürfnisse bezüglich seiner Integration (oder die Gefahren seiner Nicht-Integration) zu diagnostizieren.",Integration,FAVOR
swe: Liberal People’s Party,Integrationen är en av våra största framtidsutmaningar.,Integration,AGAINST
deu: Free Democratic Party,"Deshalb ist es für die FDP von zentraler Bedeutung, dass alle Religionsgemeinschaften sich klar und deutlich zu den Menschenrechten als Teil der staatlichen Rechtsordnung bekennen und gegen diese nicht verstoßen.",Integration,NONE
nld: Party of Freedom,"Mensen weigeren na een afwijzing te vertrekken, vervolgens organiseert de staatstelevisie acties om deze weigeraars als zielig te portretteren, gesteund door linkse gesubsidieerde actiegroepen.",Immigration,AGAINST
swe: Moderate Coalition Party,Arbetslösheten är ungefär dubbelt så hög och andelen sysselsatta är ungefär tio procentenheter lägre bland utrikes födda jämfört med inrikes födda,Integration,FAVOR
dnk: Liberals,"Men samtidig åbner vi for en kontrolleret indvandring af udlændinge med de kvalifikationer, som vi har brug for i det danske samfund.",Immigration,FAVOR
deu: Social Democratic Party of Germany,und zugleich eine zentrale Voraussetzung für den ökonomischen Erfolg,Integration,FAVOR
aut: Austrian Social Democratic Party,Wir bekennen uns zum Asylrecht als Menschenrecht.,Immigration,FAVOR
aut: Austrian People’s Party,"Es geht um umfassende Aufklärungsarbeit, die sich sowohl an die österreichische Bevölkerung (im Sinne der Integrationsfähigkeit unserer Gesellschaft) als auch an die in Österreich wohnenden bzw. zuwandernden Ausländer (im Sinne der Integrationswilligkeit) richtet.",Integration,FAVOR
dnk: Red-Green Unity List,Asylansøgere bør endvidere sikres klagemuligheder.,Immigration,FAVOR
nld: Party of Freedom,"Respect voor de vele lokale tradities: kievietseieren zoeken in Friesland, carnaval in Limburg etc.",Integration,AGAINST
nld: Socialist Party,Voor hen gelden dezelfde rechten en plichten als voor iedereen.,Integration,NONE
deu: Christian Democratic Union/C.Social Union ,Oft sind Abschlüsse der deutschen dualen Berufsausbildung ausländischen Studienabschlüssen gleichwertig.,Integration,FAVOR
nld: Labour Party,Rechtvaardig ook omdat Nederland een veilig toevluchtsoord blijft voor echte vluchtelingen in nood.,Immigration,FAVOR
esp: United Left,"Se ha continuado con la externalización de las fronteras, que pretende hacer inaccesible la frontera sur de Europa, con un altísimo coste económico y el mucho más doloroso en vidas y sufrimientos.",Immigration,FAVOR
aut: Alliance for the Future of Austria,•   Senkung der Zahl der Ausländer in den kommenden drei Jahren um 30 Prozent.,Immigration,AGAINST
nld: Labour Party,Alle nieuwe asielaanvragen dienen binnen zes maanden te worden afgehandeld.,Immigration,AGAINST
aut: Austrian People’s Party,"Unter Aufrechterhaltung der positiven Rolle Österreichs als Asylland müssen bei der Einwanderung klare Grenzen geschaffen werden,",Immigration,AGAINST
deu: Social Democratic Party of Germany,"Wir bekämpfen jede Form der Diskriminierung, ob wegen Herkunft, Geschlecht, sexueller Identität, Religion und Weltanschauung, Behinderung oder Alter.",Integration,FAVOR
deu: Free Democratic Party,"Bürokratische Hindernisse, finanzielle Engpässe, ideologische Barrieren und tarifrechtliche Verkrustungen erschweren Forschern ihre Arbeit und treiben Wissenschaftler in Länder, in denen sie besser und freier arbeiten können.",Immigration,FAVOR
nld: Democrats‘66,Op zeer veel terreinen zal de grensoverschrijdende samenwerking moeten worden geïntensiveerd ten behoeve van burgers en bedrijfsleven.,Immigration,FAVOR
aut: Austrian Freedom Party,Die Freiheitliche Bewegung betont die Zugehörigkeit der Österreicher zu der durch ihre jeweilige Muttersprache vorgegebenen Kulturgemeinschaft;,Integration,AGAINST
dnk: Liberals,"men det udfordrer vores fællesskab, når der stadig er boligområder, hvor danske værdier som lighed mellem kønnene, demokrati og frihed ikke er rodfæstede.",Integration,FAVOR
swe: Christian Democratic Community Party ,En kraftfull åtgärd för att motverka segregation är att se till att alla bostadsområden har en blandad bebyggelse.,Integration,FAVOR
