party,content,target,stance
nor: Progress Party,Det er for lett å mis-bruke dette instituttet i Norge.,Immigration,AGAINST
aut: Austrian Freedom Party,Wie so oft wird hier zuerst der Ruf nach ausländischen Arbeitnehmern laut.,Integration,FAVOR
nld: Democrats‘66,"Ook illegalen, gedetineerden, daklozen, chronisch psychiatrische patiënten en asielzoekers hebben recht op noodzakelijke zorg.",Integration,FAVOR
usa: Republican Party,We welcome Israel's membership in the Western European and Others Group at the United Nations headquarters and urge its full acceptance at other United Nations venues.,Integration,FAVOR
che: Swiss People’s Party,Die Einbürgerungsentscheide von Gemeindeversammlungen und Kommissionen sind zu akzep-tieren.,Immigration,FAVOR
swe: Moderate Coalition Party,"uppväxt,",Integration,FAVOR
esp: Spanish Socialist Workers’ Party,y legalidad en la lucha contra el fraude y la discriminación.,Integration,FAVOR
che: Swiss People’s Party,"hält fest, dass Integration nicht Sache des Staates,  sondern Sache der Ausländer ist; an die Integration  sind hohe Anforderungen zu stellen;",Integration,AGAINST
nor: Norwegian Labour Party,12. Det norske samfunnet har alltid vært flerkulturelt.,Integration,FAVOR
esp: Popular Party,evitaremos una situación indeseable que perjudica tanto al inmigrante reagrupado como a la sociedad de acogida.,Integration,FAVOR
deu: Alliance‘90/Greens,"· den Kampf gegen Rassismus, ethnische und sexistische Diskriminierung und die Versklavung von Kindern;",Immigration,FAVOR
deu: The Left,Sie sind mit konkreten Projekten zu unterstützen.,Integration,FAVOR
deu: Alliance‘90/Greens,Dem Aufbau von Sperr- oder Zensurinfrastrukturen treten wir seit jeher klar entgegen.,Integration,FAVOR
nor: Socialist Left Party,og traffickingofrenes sikkerhet og rettssikkerhet må ivaretas.,Immigration,FAVOR
esp: United Left,"Replantear el actual modelo migratorio, abriendo de inmediato el proceso de elaboración de una verdadera Ley de Derechos y Libertades de los Extranjeros en España que derogue la actualmente en vigor y que garantice la necesaria coordinación entre los distintos ministerios y administraciones, desde un lógica global que supera la visión administrativa y de control.",Immigration,FAVOR
aut: Austrian Freedom Party,"und nur mehr jene Fremde zum Arbeitsmarkt zugelassen werden, die über besonders am inländischen Arbeitsmarkt nachgefragte Ausbildung oder über spezielle Kenntnisse und Fertigkeiten mit entsprechender Erfahrung verfügen und eine monatliche Bruttoentlohnung von mind. 60% der Höchstbeitragsgrundlage (dzt. 1962 Euro) erhalten.",Integration,AGAINST
deu: Free Democratic Party,"Damit mehr Menschen in Deutschland ihren Weg gehen und ihre Träume verfolgen können, müssen Chancen erkannt werden, bevor man sie ergreifen kann.",Integration,FAVOR
aut: The Greens,"Obwohl ein deutsches Gericht im Jahr 1997 eine Verbindung der Täter zur iranischen Regierung bestätigte, wird von den Regierungsparteien bis heute die Untersuchung der Wiener Kurdenmorde verweigert.",Integration,AGAINST
dnk: Red-Green Unity List,Derfor afviser Enhedslisten både det blå og det såkaldt røde pointsystem for familiesammenføring.,Immigration,AGAINST
nor: Centre Party,at alle asylmottak skal sette i gang fadderordninger i samarbeid med organisasjoner og enkeltpersoner i lokalmiljøet.,Integration,FAVOR
nld: Reformed Political Party,"Politiek asiel is een recht dat van oudsher verleend werd aan mensen die in het gebied waar ze vandaan kwamen, vervolgd werden en gevaar liepen ‘voor lijf en leden’.",Immigration,FAVOR
swe: Liberal People’s Party,"genom särskilt låga arbetsgivaravgifter,",Integration,NONE
nor: Norwegian Labour Party,En aktiv arbeidsmarkedspolitikk er også nødvendig for å bekjempe den svært høye arbeidsledigheten blant innvandrere.,Integration,FAVOR
aut: Austrian People’s Party,Die ÖVP setzt sich für eine erfolgreiche Integration auf der Basis von Rechten und Pflichten ein.,Integration,FAVOR
nld: Reformed Political Party,Daarover en over de terugkeer van Palestijnse vluchtelingen – waarmee de Joodse staat zou worden opgeheven – mogen geen concessies worden gedaan.,Immigration,AGAINST
nor: Christian People’s Party,. Introduksjonsprogrammene må ha særlig fokus på integrering av kvinner og deres rolle som arbeidstakere og mødre for barn som vokser opp i spenningen mellom flere kulturer,Integration,FAVOR
deu: Alliance‘90/Greens,"und die dazu beitragen, Vorurteile und Fremdenfeindlichkeit abzubauen",Integration,FAVOR
deu: Alliance‘90/Greens,Dazu gehören vor allem die Einführung eines liberalen und transparenten Punktesystems und das Etablieren einer wirklichen Willkommenskultur.,Integration,FAVOR
deu: Alliance‘90/Greens,Rückübernahmeabkommen mit Verfolgerstaaten – z.B.Algerien - müssen aufgekündigt werden,Immigration,FAVOR
deu: Christian Democratic Union/C.Social Union ,Unsere Sorge für die Deutschen in Rußland und in den anderen Ländern Ost- und Süd­osteuropas ist ein Gebot nationaler Solidarität,Immigration,FAVOR
aut: Austrian People’s Party,"Damit Österreich auch weiterhin ein schutzgebendes Asylland bleiben kann, wollen wir eine umfassende Reform des Asylverfahrens mit dem Ziel einer Beschleunigung des gesamten Asylverfahrens durch konzentrierten Einsatz der Ressourcen",Immigration,FAVOR
esp: Canarian Coalition,"Una estrategia integral para abordar el fenómeno migratorio, basada en la solidaridad entre los Estados miembros, y en la corresponsabilidad de los distintos niveles, regional, estatal y europeo, que incluya el refuerzo de la cooperación con los países de origen de los inmigrantes,",Immigration,FAVOR
nld: Green Left,Religieuze groepen leveren vaak een waardevolle bijdrage aan de samenleving.,Integration,FAVOR
dnk: Liberals,Danskere med indvandrerbaggrund skal ikke blot tale dansk og være i job eller uddannelse.,Integration,FAVOR
usa: Democratic Party,"President Obama and the Democratic Party stand for comprehensive immigration reform that intelligently prioritizes our country’s security and economic needs,",Immigration,FAVOR
swe: Moderate Coalition Party,De bästa vägarna till integration är arbete och språkkunskaper.,Integration,FAVOR
nor: Norwegian Labour Party,"Mennesker på flukt risikerer fengsel, tortur og kanskje død på grunn av sine meninger eller sin stilling i samfunnet.",Immigration,FAVOR
aut: Austrian Freedom Party,In diesem Zusammenhang sollen folgende Initiativen ergriffen werden:,Immigration,AGAINST
aut: Austrian Freedom Party,"Sonderwünsche bezüglich des Schulunterrichts, wie sie jüngst von Ausländern wiederholt geäußert worden sind, sind von den Eltern über Privatschulen zu finanzieren.",Integration,AGAINST
dnk: Radical Party,Det skal de ikke straffes for.,Integration,NONE
deu: Christian Democratic Union/C.Social Union ,Die Ausländerarbeitslosigkeit hat sich in dieser Zeit massiv erhöht und liegt heute mit rund 20% doppelt so hoch wie in der Gesamtbevölkerung.,Integration,AGAINST
esp: Popular Party,de lucha decidida contra el tráfico de seres humanos y,Immigration,AGAINST
dnk: Social Democratic Party,Hvis verden bliver fredeligere vil der komme endnu færre.,Integration,NONE
deu: Alliance‘90/Greens,Integrationspolitisch ist die Ausbildung von islamischen Geistlichen und Religionslehrenden in Deutschland notwendig.,Integration,FAVOR
esp: Aragonist Council,y los permisos de trabajo de personas inmigrantes.,Integration,NONE
swe: Moderate Coalition Party,Oavsett om vi är födda i Sverige eller har kommit till Sverige från någon annan del av världen.,Integration,FAVOR
deu: Christian Democratic Union/C.Social Union ,"Um dem Einzelnen und seinen Begabungen gerecht zu werden, brauchen Schulen mit vielen Schülerinnen und Schülern aus bildungsfernen Familien mehr Lehrerinnen und Lehrer, darunter auch solche mit Migrationserfahrung.",Integration,FAVOR
esp: Canarian Coalition,"Legitimación a las Comunidades Autónomas para recurrir aquellas resoluciones sobre extranjeros adoptadas por la Administración General del Estado por incumplimiento de la legalidad vigente en lo relativo a condiciones y plazos para el internamiento,",Immigration,AGAINST
"esp: Union, Progress and Democracy","404 – Ayuda a la evolución de Guinea Ecuatorial a un régimen verdaderamente libre y representativo,",Immigration,FAVOR
nor: Socialist Left Party,"SV mener det bør etableres en minimumsstandard for mottaksdrift,",Integration,FAVOR
deu: Free Democratic Party,"Toleranz, Offenheit, eine Kultur des Miteinanders – das sind für Liberale Werte an sich.",Immigration,FAVOR
nor: Socialist Left Party,SV vil styrke antidiskrimineringslovverket og håndhevingen av dette.,Integration,FAVOR
aus: Australian Greens,"Globally, waves of refugees follow periods of conflict.",Immigration,NONE
nld: Party of Freedom,Alle andere partijen kiezen voor dat laatste.,Immigration,AGAINST
aut: Austrian Freedom Party,Die Verleihung von Staatsbürgerschaften muss rückwirkend überprüft werden;,Integration,AGAINST
nor: Socialist Left Party,SV vil arbeide for bedre oppfølging fra introduksjonsprogrammene i overgang til arbeidsmarkedet.,Integration,FAVOR
deu: Free Democratic Party,-   Auf dem Weg der Integration möchten wir alle 28 Staaten mitnehmen.,Integration,FAVOR
nor: Christian People’s Party,"styrke formidlingen av smale kulturuttrykk, folkekultur og minoritetskultur.",Integration,FAVOR
fin: Finnish Rural Party,Huono maahanmuutto nakertaa pohjaa näiltä vetovoimatekijöiltä.,Immigration,AGAINST
deu: Christian Democratic Union/C.Social Union ,"Wir erteilen einer Ausweitung der Zuwanderung aus Drittstaaten eine klare Absage, denn sie würde die Integrationsfähigkeit unserer Gesellschaft überfordern.",Immigration,AGAINST
esp: Popular Party,"Esta política ha fracasado, provocando un efecto llamada que se ha traducido en una tragedia humanitaria y ha motivado la crítica de nuestros socios europeos.",Immigration,AGAINST
deu: Social Democratic Party of Germany,"Unser Ziel ist es, dass die kulturelle, weltanschauliche und religiöse Vielfalt innerhalb unserer rechtsstaatlichen und sozialstaatlichen Grundordnung in Politik und Verwaltung, Wirtschaft, Kunst und Kultur selbstverständlich mitgedacht wird.",Integration,FAVOR
esp: United Left,Potenciar los idiomas del alumnado de familias migrantes y de minorías en los centros escolares.,Integration,FAVOR
nld: Labour Party,Een beter Nederland heeft migranten nodig.,Integration,FAVOR
esp: United Left,Basta con abrir las fronteras y consentir la inmigración.,Immigration,FAVOR
dnk: Radical Party,"Regeringen fører en udlændingepolitik, der tilsidesætter Danmarks internationale forpligtelser",Immigration,AGAINST
che: Green Party of Switzerland,Diskriminiert sind auch die MigrantInnen.,Integration,AGAINST
deu: Free Democratic Party,"-    Hier sind wir besonders gefordert, jene Migranten, die teilweise bereits seit Jahrzehnten im Land sind, beim Integrationsprozess mitzunehmen und nicht verloren zu geben.",Integration,FAVOR
dnk: Danish People’s Party,"Og vi skal stille krav om, at indvandrere følger danske love, regler og grundlæggende værdier som ligestilling, demokrati og ytringsfrihed –",Integration,NONE
aut: Austrian People’s Party,In den letzten zweieinhalb Jahren sind gerade im Volksgruppenbereich bemerkenswerte Fortschritte gelungen:,Integration,FAVOR
deu: The Left,"Besonders häufig sind Migrantinnen und Migranten gezwungen, zu skandalösen Löhnen zu arbeiten.",Integration,FAVOR
deu: Free Democratic Party,"Deshalb ist es für die FDP von zentraler Bedeutung, dass alle Religionsgemeinschaften sich klar und deutlich zu den Menschenrechten als Teil der staatlichen Rechtsordnung bekennen und gegen diese nicht verstoßen.",Integration,NONE
can: Quebec Bloc,"Prenons-en pour exemple les objecteurs de conscience, les lacunes juridiques de la Loi canadienne sur la citoyenneté, l'encadrement des consultants en immigration et la réforme du système des demandeurs d'asile.",Immigration,AGAINST
nor: Christian People’s Party,at det i introduksjonsprogrammet skal utvises skjønn med tanke på bytte av bostedskommune når det av helsemessige eller praktiske årsaker kan være nødvendig.,Integration,FAVOR
che: Christian Social Party,"Dies gilt für alle Generationen und für die Menschen aller Nationalitäten, die sich rechtmässig in der Schweiz aufhalten.",Integration,FAVOR
che: Social Democratic Party of Switzerland ,Gemeinden und Kantone sollen mit Unterstützung und Koordination des Bundes Integrationskurse und Beschäftigungsprogramme für AsylbewerberInnen einrichten.,Integration,FAVOR
dnk: Centre Democrats,"CD ønsker et fireårigt gymnasium, der er delt i en toårig almentdannende grunddel, svarende til den nuværende HF, og en toårig studieforberedende overbygning.",Integration,FAVOR
swe: Liberal People’s Party,Alla har samma ansvar att försörja sig själva oavsett varifrån man kommer.,Integration,FAVOR
deu: Social Democratic Party of Germany,"Dazu brauchen wir eine Kultur der Anerkennung, die kulturelle Vielfalt nicht leugnet, sondern die kulturelle Unterschiede als Möglichkeit von neuer Gemeinsamkeit begreift.",Integration,FAVOR
swe: Liberal People’s Party,Det är angeläget att andelen invandrare som går sfi ökar –,Integration,FAVOR
nor: Socialist Left Party,Et hovedmål med kulturpolitikken må være å sikre alle tilgang til et mangfoldig kulturtilbud.,Integration,FAVOR
nor: Norwegian Labour Party,"Forsvaret må gjenspeile det samme mangfoldet som preger resten av samfunnet, enten det gjelder etnisk bakgrunn, likestilling mellom kjønnene eller aldersspredning",Integration,FAVOR
aut: The Greens,Willkür und,Immigration,AGAINST
deu: Alliance‘90/Greens,"Flüchtlinge sollen selbst entscheiden, wo sie Asyl beantragen.",Immigration,FAVOR
aut: Austrian Freedom Party,(BMI Schlögl in der Bundesratssitzung am 23.10.97).,Immigration,NONE
nor: Progress Party,"Det må i denne forbindelse sikres at det  ikke innføres noen diskriminering, verken  den ene eller annen vei, når det gjelder ret-tigheter i forhold til de forskjellige trygde-ordninger og til alderspensjon.",Integration,FAVOR
